Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Primary_Cuisine,Price_Category,Rating_Category
MINI SAMRAT,"South Indian, North Indian, Chinese, Desserts",3.8,350,Central Bangalore,South Indian,Mid-Range,Good
Momo Monk,"Pan-Asian, Chinese",3.9,180,Central Bangalore,Pan-Asian,Budget,Good
New Taj Darbar,"Biryani, Indian, Chinese, Tandoor, Seafood",3.5,300,Central Bangalore,Biryani,Mid-Range,Average
Taj Hotel,"Chinese, Mughlai, North Indian",3.9,500,Central Bangalore,Chinese,Premium,Good
Hari Super Sandwich,Fast Food,3.9,100,Central Bangalore,Fast Food,Budget,Good
JW Kitchen - JW Marriott,"Indian, Continental, Asian",3.2,1000,Central Bangalore,Indian,Luxury,Average
Cafe Felix,"American, Continental, Desserts, Pizzas, Pastas",3.7,1000,Central Bangalore,American,Luxury,Good
Simpli Namdhari's,"Chinese, European, Italian, North Indian, Salads, Pizzas, Juices, Beverages, Bir...",3.8,500,Central Bangalore,Chinese,Premium,Good
Kaati Zone Rolls & Wraps,Beverages,3.7,150,Central Bangalore,Beverages,Budget,Good
RajHans Restaurant,"North Indian, Chinese, South Indian, Beverages, Snacks",3.8,300,Central Bangalore,North Indian,Mid-Range,Good
KFC,"American, Snacks, Biryani",3.3,400,Central Bangalore,American,Mid-Range,Average
Lassi and Juice,"Continental, Desserts, Juices, Ice Cream",3.5,150,Central Bangalore,Continental,Budget,Average
Wendy's,"American, Burgers, Fast Food, Beverages, Snacks",3.8,200,Central Bangalore,American,Budget,Good
Main Lassi Shop,"Beverages, Juices, Ice Cream, Pizzas, Desserts",3.9,250,Central Bangalore,Beverages,Mid-Range,Good
Belgian Waffle Factory,"American, Desserts",3.9,300,Central Bangalore,American,Mid-Range,Good
INOX,Fast Food,3.8,400,Central Bangalore,Fast Food,Mid-Range,Good
Madurai Idly shop - Express,South Indian,3.8,150,Central Bangalore,South Indian,Budget,Good
ROMEO LASSI SHOP,"Beverages, Ice Cream, Snacks, Desserts",3.7,250,Central Bangalore,Beverages,Mid-Range,Good
SAVERA LASSI SHOP,"Juices, Beverages, Snacks, Ice Cream",3.8,250,Central Bangalore,Juices,Mid-Range,Good
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.8,250,Central Bangalore,Biryani,Mid-Range,Good
Sri Udupi Grand,"Chinese, South Indian, North Indian, Desserts, Fast Food, Beverages",3.9,100,Central Bangalore,Chinese,Budget,Good
YAK KITCHEN,"Tibetan, Sushi, Asian",3.8,500,Central Bangalore,Tibetan,Premium,Good
Green Theory,"Italian, Continental, Healthy Food",3.5,1000,Central Bangalore,Italian,Luxury,Average
MAGGI BABA,"Beverages, Ice Cream, Continental, Desserts",3.0,250,Central Bangalore,Beverages,Mid-Range,Poor
TIPSY CAFE,"Desserts, Ice Cream, Juices, Beverages",3.2,250,Central Bangalore,Desserts,Mid-Range,Average
Haagen Dazs,"Ice Cream, Desserts",3.9,600,Central Bangalore,Ice Cream,Premium,Good
TIPSY LASSI SHOP,"Desserts, Ice Cream, Beverages, Juices",3.5,250,Central Bangalore,Desserts,Mid-Range,Average
Sundae Everyday Ice Creams,"Desserts, Ice Cream",3.9,150,CV Raman Nagar,Desserts,Budget,Good
Delhi 6 Chandni Chowk Chaats,"Street Food, Snacks",3.7,300,CV Raman Nagar,Street Food,Mid-Range,Good
Not Just Parathas,"Chinese, North Indian",3.9,400,CV Raman Nagar,Chinese,Mid-Range,Good
HAPPY BIRYANI,"Biryani, Indian",3.4,300,CV Raman Nagar,Biryani,Mid-Range,Average
Swad N Swad,"Indian, Beverages",3.7,350,CV Raman Nagar,Indian,Mid-Range,Good
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.8,200,CV Raman Nagar,North Indian,Budget,Good
ToothSome,"North Indian, Bengali",3.4,300,CV Raman Nagar,North Indian,Mid-Range,Average
Tibbs Frankie,Snacks,3.9,200,CV Raman Nagar,Snacks,Budget,Good
Momo Zone - The Momo Company,Chinese,3.8,150,CV Raman Nagar,Chinese,Budget,Good
Subway,"Fast Food, Salads, Snacks, Desserts, Beverages",3.8,350,CV Raman Nagar,Fast Food,Mid-Range,Good
Punjab Junction,North Indian,3.8,350,CV Raman Nagar,North Indian,Mid-Range,Good
Green cravings,"Healthy Food, Continental, Keto, Indian, Salads",3.4,350,CV Raman Nagar,Healthy Food,Mid-Range,Average
Khan Saheb Grills and Rolls,"Tandoor, Mughlai, Kebabs, North Indian",3.9,300,CV Raman Nagar,Tandoor,Mid-Range,Good
Venad Kitchen,"Kerala, South Indian",3.6,200,CV Raman Nagar,Kerala,Budget,Good
Tawakkal mubarak hotel,"Indian, Biryani",3.9,500,CV Raman Nagar,Indian,Premium,Good
Angel Mess,"Kerala, South Indian, Biryani, Andhra",3.8,250,CV Raman Nagar,Kerala,Mid-Range,Good
Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",3.9,500,CV Raman Nagar,Biryani,Premium,Good
Pepe's Pizza-Doddanekundi,"Pizzas, Italian, Continental, American, Beverages, Desserts",3.7,500,CV Raman Nagar,Pizzas,Premium,Good
Paratha Envy,North Indian,3.8,249,CV Raman Nagar,North Indian,Mid-Range,Good
Punjabi Tandoor,"Biryani, Thalis, North Indian, Snacks",3.9,350,CV Raman Nagar,Biryani,Mid-Range,Good
Moriz Restaurant,"Chinese, Indian",3.7,600,CV Raman Nagar,Chinese,Premium,Good
The Biryani Zone - By Kouzina,"Biryani, Mughlai, North Indian",3.4,200,CV Raman Nagar,Biryani,Budget,Average
Wow Cafe- Bangarpet chats,Chaat,3.3,70,CV Raman Nagar,Chaat,Budget,Average
Divya sree hotel Andhra style,North Indian,3.9,160,CV Raman Nagar,North Indian,Budget,Good
Manchatti Magic Kitchen - For Healthy & Homemade Foods,"South Indian, Biryani, Kerala, North Indian, Chinese, Indian, Andhra",3.7,250,CV Raman Nagar,South Indian,Mid-Range,Good
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.6,200,CV Raman Nagar,Bakery,Budget,Good
AMBUR DUM BIRIYANI,Biryani,3.6,300,CV Raman Nagar,Biryani,Mid-Range,Good
KFC,"American, Snacks, Biryani",3.8,400,CV Raman Nagar,American,Mid-Range,Good
WarmOven Cakes & Desserts,"Bakery, Desserts, Beverages",3.9,200,CV Raman Nagar,Bakery,Budget,Good
SREE GANESHA FRUITE  JUICE  CENTER,"Beverages, Snacks, Juices",3.0,50,CV Raman Nagar,Beverages,Budget,Poor
THE PIZZA QUEEN,"Pizzas, Pastas, Snacks, Beverages, Italian, Fast Food, Desserts",3.8,250,CV Raman Nagar,Pizzas,Mid-Range,Good
New Krishna sagar,"Indian, Chinese",3.4,250,CV Raman Nagar,Indian,Mid-Range,Average
Delhi 6 Chandni Chowk,"North Indian, Chinese, Chaat",3.7,500,CV Raman Nagar,North Indian,Premium,Good
Pizza Hut,Pizzas,3.8,350,CV Raman Nagar,Pizzas,Mid-Range,Good
Itminaan Biryani - Dum Pukht,"Biryani, North Indian, Mughlai",3.7,400,CV Raman Nagar,Biryani,Mid-Range,Good
The Dessert Zone,"Bakery, Desserts, Ice Cream, Beverages",3.9,200,CV Raman Nagar,Bakery,Budget,Good
Yo Snacko,"Juices, Continental, Desserts, Bakery, Ice Cream",3.9,200,CV Raman Nagar,Juices,Budget,Good
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.9,200,Electronic City,North Indian,Budget,Good
Dash of delite,"Indian, Chinese",3.9,500,Electronic City,Indian,Premium,Good
Kerala Note Book,"Kerala, Biryani, South Indian, North Indian, Desserts, Beverages",3.3,350,Electronic City,Kerala,Mid-Range,Average
Mr Meetha Ram,"North Indian, Chinese, Gujarati, Sweets",3.8,500,Electronic City,North Indian,Premium,Good
DVG Benne Dosa,South Indian,3.7,100,Electronic City,South Indian,Budget,Good
Desi Dhaba,North Indian,3.7,350,Electronic City,North Indian,Mid-Range,Good
Pastas By Pizza Hut,"Pastas, Pizzas, Italian, Fast Food, Beverages",3.9,300,Electronic City,Pastas,Mid-Range,Good
Northern Bhatti Restaurant,"Chinese, Snacks, North Indian",3.6,300,Electronic City,Chinese,Mid-Range,Good
Thani Kerala Hotel,"Kerala, South Indian, Biryani",3.9,200,Electronic City,Kerala,Budget,Good
Burger King,American,3.9,350,Electronic City,American,Mid-Range,Good
Iyengars Oven Fresh,"Bakery, Desserts",3.6,200,Electronic City,Bakery,Budget,Good
Foodies Family restaurant,"Indian, Thai, Arabian, Chinese",3.3,250,Electronic City,Indian,Mid-Range,Average
HBH Hyderabadi Biryani House ,Biryani,3.3,350,Electronic City,Biryani,Mid-Range,Average
The Momo Co.,"Chinese, Pan-Asian, Tibetan",3.9,250,Electronic City,Chinese,Mid-Range,Good
KFC,"American, Snacks, Biryani",3.9,400,Electronic City,American,Mid-Range,Good
Hyderabadi Biryani Box,"North Indian, Chinese, Tandoor",3.5,300,Electronic City,North Indian,Mid-Range,Average
Hot Spot Family Restaurant,"Chinese, North Indian, South Indian, Seafood",3.8,300,Electronic City,Chinese,Mid-Range,Good
SHOIAB FAMILY RESTAURANT,Indian,3.5,300,Electronic City,Indian,Mid-Range,Average
Lassi Adda,"Beverages, Fast Food, Chaat",3.6,200,Electronic City,Beverages,Budget,Good
HOTEL NEW KARAVALI,"South Indian, Chinese, Beverages",3.8,300,Electronic City,South Indian,Mid-Range,Good
Maa Tara Hotel,"North Indian, Bihari, Bengali, Beverages",3.9,300,Electronic City,North Indian,Mid-Range,Good
Hotel Ruchir - The Grand,"Beverages, Chinese, North Indian, South Indian, Tandoor",3.4,500,Electronic City,Beverages,Premium,Average
shilpa kitchens,"Indian, Chinese, Beverages",3.6,300,Electronic City,Indian,Mid-Range,Good
46 Ounces Brewgarden,"North Indian, Tandoor, Pizzas, Asian, Italian",3.7,999,Electronic City,North Indian,Luxury,Good
PUNJAB KI RASOI,"North Indian, Punjabi, Indian, Chinese, Combo",3.3,300,Electronic City,North Indian,Mid-Range,Average
XPREES DHABA,Punjabi,3.5,300,Electronic City,Punjabi,Mid-Range,Average
SRI RAGHAVENDRA UPAHARA,"South Indian, North Indian, Chinese, Chaat",3.8,250,Electronic City,South Indian,Mid-Range,Good
Nandhana Palace,"Biryani, Andhra, South Indian, North Indian",3.9,500,Electronic City,Biryani,Premium,Good
Chinese Wok (Wok Express),"Chinese, Asian, Tibetan, Desserts",3.8,250,Electronic City,Chinese,Mid-Range,Good
Lassi Corner,"Beverages, Desserts",3.9,100,Electronic City,Beverages,Budget,Good
Shakes and Bites,"Desserts, Ice Cream, Juices, Snacks",3.5,250,Electronic City,Desserts,Mid-Range,Average
Fire Station,"Chinese, South Indian, North Indian, Continental, American, Desserts, Fast Food,...",3.9,500,Electronic City,Chinese,Premium,Good
Hyderabad Magic,"North Indian, Chinese, Andhra",3.8,300,Electronic City,North Indian,Mid-Range,Good
Dindigul Thalappakatti,"Biryani, Barbecue, South Indian, Chinese, North Indian",3.4,600,Electronic City,Biryani,Premium,Average
Pizza Hut,Pizzas,3.8,350,Electronic City,Pizzas,Mid-Range,Good
Kritunga,Indian,3.8,400,Electronic City,Indian,Mid-Range,Good
The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",3.8,400,Electronic City,North Indian,Mid-Range,Good
Dande's Hyderabad Biryani,"Biryani, Andhra, Hyderabadi, South Indian, North Indian, Tandoor, Beverages, Des...",3.4,350,Electronic City,Biryani,Mid-Range,Average
Balle Balle Kitchen,"North Indian, Punjabi",3.8,250,Electronic City,North Indian,Mid-Range,Good
Chicking,"Snacks, Grill, Fast Food, American, Pizzas, Mexican, Beverages",3.7,400,Electronic City,Snacks,Mid-Range,Good
Adiga's,"South Indian, North Indian, Chinese, Thalis, Juices, Desserts",3.8,250,Electronic City,South Indian,Mid-Range,Good
Only Punjabi,"North Indian, Punjabi",3.9,200,Electronic City,North Indian,Budget,Good
THARAVADU MALABAR BIRYANI,"Biryani, Kerala, South Indian, North Indian, Beverages, Desserts",3.3,230,Electronic City,Biryani,Mid-Range,Average
BASMATI'S BRIYANI NATION,"Biryani, Andhra, Hyderabadi, South Indian, North Indian, Tandoor, Beverages, Des...",3.5,300,Electronic City,Biryani,Mid-Range,Average
Chandni Chowk,"Snacks, North Indian, Fast Food, Sweets, Combo, Chaat, Street Food",3.6,150,Electronic City,Snacks,Budget,Good
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.6,200,Electronic City,Bakery,Budget,Good
BANGARPET CHATS,"Indian, Chaat",3.3,200,Electronic City,Indian,Budget,Average
Andhra speciality Restaurant,"Andhra, North Indian, Tandoor, Biryani, Chinese",3.8,200,Electronic City,Andhra,Budget,Good
PUNJABI RESTAURANT PURE VEG,North Indian,3.5,300,Electronic City,North Indian,Mid-Range,Average
Mast Punjabi,"Mughlai, North Indian, Chinese, Biryani",3.3,350,Electronic City,Mughlai,Mid-Range,Average
UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.9,300,Electronic City,North Indian,Mid-Range,Good
Burgers AF,Continental,3.2,300,Frazer Town,Continental,Mid-Range,Average
The Paan Studio,Paan,3.9,300,Frazer Town,Paan,Mid-Range,Good
Madras Meal Company,"South Indian, Chettinad",3.9,250,Frazer Town,South Indian,Mid-Range,Good
Kunafa by Kunafeci,"Desserts, Beverages",3.3,300,Frazer Town,Desserts,Mid-Range,Average
New Krishna Sagar,"South Indian, Chinese, Chaat, Juices",3.9,200,Frazer Town,South Indian,Budget,Good
Zahras Kitchen,"Indian, Chinese",3.3,350,Frazer Town,Indian,Mid-Range,Average
Biryani Trip,"Biryani, Hyderabadi, Indian",3.8,400,Frazer Town,Biryani,Mid-Range,Good
BOX8 - Desi Meals,"North Indian, Biryani, Fast Food, Desserts, Combo",3.6,250,Frazer Town,North Indian,Mid-Range,Good
Chikkanna Tiffin Room,South Indian,3.2,200,Frazer Town,South Indian,Budget,Average
Subway,"Salads, Snacks, Desserts, Beverages",3.8,350,Frazer Town,Salads,Mid-Range,Good
Utse Kitchen,"Chinese, Tibetan, Nepalese, Pan-Asian",3.8,500,Frazer Town,Chinese,Premium,Good
KFC,"American, Snacks, Biryani",3.8,400,Frazer Town,American,Mid-Range,Good
Haji Ali Juice Centre,"Beverages, Juices",3.9,300,Frazer Town,Beverages,Mid-Range,Good
Easy Bites by Hotel Empire,"Snacks, Fast Food, Beverages",3.8,200,Frazer Town,Snacks,Budget,Good
Sheeshkebab,"Persian, Arabian, Indian, Middle Eastern, Biryani",3.9,600,Frazer Town,Persian,Premium,Good
PURVI FOOD,"North Indian, Chinese, Biryani",3.7,149,Geddalahalli,North Indian,Budget,Good
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.2,250,Geddalahalli,Biryani,Mid-Range,Average
Calcutta victoria chat house,"Chaat, North Indian, Desserts, Beverages",3.8,200,Geddalahalli,Chaat,Budget,Good
Sri Devi Vaibhav,"South Indian, North Indian, Chinese",3.8,200,Geddalahalli,South Indian,Budget,Good
19 Galli Foods,"South Indian, Chinese, Fast Food, Beverages",3.9,150,Geddalahalli,South Indian,Budget,Good
Chikpet Donne Biriyani House,Biryani,3.9,300,Geddalahalli,Biryani,Mid-Range,Good
K C Das Thanisandra,"Indian, Sweets, Desserts, Bengali",3.9,150,Geddalahalli,Indian,Budget,Good
Udupi Sannidhi Grand,South Indian,3.9,200,Geddalahalli,South Indian,Budget,Good
PANDIT CHAT HOUSE,"Indian, Snacks, Beverages",3.5,200,Geddalahalli,Indian,Budget,Average
My Little China,"Chinese, North Indian",3.4,250,Geddalahalli,Chinese,Mid-Range,Average
K Fashion Cafe,Korean,3.4,400,Geddalahalli,Korean,Mid-Range,Average
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.8,200,Geddalahalli,Bakery,Budget,Good
Pizza Hut,Pizzas,3.7,350,Geddalahalli,Pizzas,Mid-Range,Good
Dream Land Food Corner,"Chinese, Juices, Kerala",3.8,250,Geddalahalli,Chinese,Mid-Range,Good
The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",3.9,400,Geddalahalli,North Indian,Mid-Range,Good
Krishna Jodhpur Sweets,"Snacks, Sweets",3.8,100,Geddalahalli,Snacks,Budget,Good
Five Star Chicken K.N.S College,"Arabian, Snacks",3.3,150,Geddalahalli,Arabian,Budget,Average
ZAZA 22 Spice Biryani,"Biryani, North Indian, Mughlai",3.3,250,Geddalahalli,Biryani,Mid-Range,Average
Firangi Bake,"Italian, Mexican, Pastas, Ice Cream",3.9,400,Geddalahalli,Italian,Mid-Range,Good
Oven Story Pizza,Pizzas,3.9,400,Geddalahalli,Pizzas,Mid-Range,Good
Lazeez Point,"Indian, North Indian, Biryani, Chinese, Seafood, Beverages",3.3,200,Geddalahalli,Indian,Budget,Average
Shalimar kitchen,"North Indian, Chinese, Biryani, Arabian, Tandoor",3.4,200,Geddalahalli,North Indian,Budget,Average
Burger bistro,Beverages,3.8,250,Geddalahalli,Beverages,Mid-Range,Good
LunchBox - Meals and Thalis,"North Indian, Punjabi, Combo, Biryani, Healthy Food, Jain, Thalis, Indian, Mughl...",3.9,200,Geddalahalli,North Indian,Budget,Good
KFC,"American, Snacks, Biryani",3.9,400,Geddalahalli,American,Mid-Range,Good
Momo N' Cafe,"Chinese, North Indian, Fast Food",3.9,300,Geddalahalli,Chinese,Mid-Range,Good
D PIZEERIAS'S,"Pizzas, Pastas, Chinese",3.0,300,Geddalahalli,Pizzas,Mid-Range,Poor
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.8,200,Geddalahalli,North Indian,Budget,Good
Onesta,"Italian, Desserts, Pizzas, American, Snacks",3.7,200,Geddalahalli,Italian,Budget,Good
Kuttanadan Restaurant,"Kerala, South Indian, Indian",3.4,200,Geddalahalli,Kerala,Budget,Average
The Leela Bhartiya City,"Indian, Asian, Italian, Desserts",3.7,800,Geddalahalli,Indian,Luxury,Good
Itminaan Biryani - Dum Pukht,"Biryani, North Indian, Mughlai",3.0,400,Geddalahalli,Biryani,Mid-Range,Poor
THANI NADAN,Indian,3.3,400,Geddalahalli,Indian,Mid-Range,Average
Kothanur Kitchen,South Indian,3.3,350,Geddalahalli,South Indian,Mid-Range,Average
Kabab Plaza,"North Indian, Arabian, Chinese, Combo, Tandoor, Grill, Beverages",3.9,300,Geddalahalli,North Indian,Mid-Range,Good
McDonald's,"Burgers, Beverages, Cafe, Desserts",3.8,400,Geddalahalli,Burgers,Mid-Range,Good
HALLI HATTI DONNE BIRYANI,"Biryani, South Indian, Kebabs, Andhra",3.9,300,Geddalahalli,Biryani,Mid-Range,Good
Punjabi Dhaba restaurant,"Chinese, North Indian, Punjabi, Hyderabadi",3.8,250,Geddalahalli,Chinese,Mid-Range,Good
Mast punjabi,"Chinese, North Indian, Punjabi, Hyderabadi",3.8,250,Geddalahalli,Chinese,Mid-Range,Good
MANGALORE CAFE,"Burgers, Fast Food, Snacks, Juices, Cafe, Ice Cream",3.2,250,Geddalahalli,Burgers,Mid-Range,Average
Abhinandana Gardenia,"Andhra, Biryani, North Indian, Chinese, Tandoor, Seafood, Combo",3.6,399,Geddalahalli,Andhra,Mid-Range,Good
Kadai restaurant,"Indian, Biryani, Chinese, Tandoor",3.0,150,Geddalahalli,Indian,Budget,Poor
Wendy's,"American, Burgers, Fast Food, Beverages, Snacks",3.9,200,Geddalahalli,American,Budget,Good
Easy Bites By Hotel Empire,"Snacks, American",3.9,150,Geddalahalli,Snacks,Budget,Good
NH1 Bowls - Highway To North,"North Indian, Punjabi",3.7,250,Geddalahalli,North Indian,Mid-Range,Good
Bangalore Tiffins,South Indian,3.9,100,Geddalahalli,South Indian,Budget,Good
Momo Zone - The Momo Company,"Street Food, Snacks",3.9,150,HSR,Street Food,Budget,Good
99 Variety Dosa and Pav Bhaji,"South Indian, Snacks, Fast Food",3.8,200,HSR,South Indian,Budget,Good
ZAZA 22 Spice Biryani,"Biryani, North Indian, Mughlai",3.6,250,HSR,Biryani,Mid-Range,Good
FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",3.7,250,HSR,Chinese,Mid-Range,Good
Bowl 99,Indian,3.3,250,HSR,Indian,Mid-Range,Average
Punjabi Dil Se,"Punjabi, Tandoor, Kebabs, Biryani, Thalis, Beverages",3.7,300,HSR,Punjabi,Mid-Range,Good
Juice Shop,"Juices, Ice Cream, Desserts, Beverages",3.3,150,HSR,Juices,Budget,Average
Biggies Burger,"American, Fast Food, Beverages",3.7,300,HSR,American,Mid-Range,Good
You Me And Tea,"North Indian, Biryani, Chinese, Tandoor, Snacks",3.6,300,HSR,North Indian,Mid-Range,Good
Shaan-e-Punjab,"North Indian, Tandoor, Mughlai, Combo, Biryani, Snacks, Beverages, Chinese",3.9,300,HSR,North Indian,Mid-Range,Good
Aligarh House,"Biryani, Mughlai, Kebabs, North Indian, Desserts, Beverages",3.8,400,HSR,Biryani,Mid-Range,Good
Indian Paratha Factory,"North Indian, Indian, Tandoor, Beverages, Combo",3.9,249,HSR,North Indian,Mid-Range,Good
Donne Biriyani House,South Indian,3.7,300,HSR,South Indian,Mid-Range,Good
Flavours Hut,"Kerala, South Indian, North Indian, Chinese",3.9,100,HSR,Kerala,Budget,Good
The Momo Co.,"Chinese, Asian",3.7,250,HSR,Chinese,Mid-Range,Good
Bathinda Station,"Punjabi, North Indian, Chinese, Sweets, Desserts, Tandoor, Beverages",3.9,300,HSR,Punjabi,Mid-Range,Good
Dawoods kati Rolls,"Snacks, Fast Food, Chinese",3.6,250,HSR,Snacks,Mid-Range,Good
Green Cravings,"Healthy Food, Continental, Keto, Indian, Salads",3.6,350,HSR,Healthy Food,Mid-Range,Good
Al Bawarchi Biryani,Biryani,3.8,300,HSR,Biryani,Mid-Range,Good
Shudh Desi Bhukkad,"North Indian, Punjabi, Tandoor, Chinese",3.9,300,HSR,North Indian,Mid-Range,Good
Moti Mahal Delux,"Punjabi, North Indian, Indian, Mughlai, Chinese, Biryani",3.9,500,HSR,Punjabi,Premium,Good
veg cake house,"Desserts, Bakery",3.6,200,HSR,Desserts,Budget,Good
Hotel Empire,"North Indian, Kebabs, Biryani",3.9,450,HSR,North Indian,Premium,Good
Bajji's by Gourmet Kitchen,"North Indian, Indian",3.9,100,HSR,North Indian,Budget,Good
Thalassery Restaurant,"Indian, Chinese, Desserts, Beverages",3.9,400,HSR,Indian,Mid-Range,Good
Anjappar,"Chettinad, Thalis, Biryani, Chinese, Tandoor, South Indian, North Indian",3.8,600,HSR,Chettinad,Premium,Good
Al Fazal Biriyani House,"Indian, Biryani",3.4,250,HSR,Indian,Mid-Range,Average
THE MOONG ZONE,Indian,3.1,300,HSR,Indian,Mid-Range,Average
MIRCHI MAHARAJ,"Indian, Chinese",3.4,200,HSR,Indian,Budget,Average
Dande's Hyderabad Biryani,"Biryani, Andhra, Hyderabadi, South Indian, North Indian, Tandoor, Beverages, Des...",3.3,350,HSR,Biryani,Mid-Range,Average
Singh Da Punjabi Dhaba,"Chinese, Mughlai, North Indian, Punjabi",3.9,200,HSR,Chinese,Budget,Good
Nanda's,"Andhra, Biryani",3.8,400,HSR,Andhra,Mid-Range,Good
Village Donne Biryani,Biryani,3.1,260,HSR,Biryani,Mid-Range,Average
PUNJAB TIME,"Punjabi, North Indian",3.1,99,HSR,Punjabi,Budget,Average
CHOLE BHATURA AND PARATHAS,"North Indian, Indian, Thai, Snacks, Beverages",3.5,200,HSR,North Indian,Budget,Average
Sabzi Aur Roti,Indian,3.8,150,HSR,Indian,Budget,Good
Royale Rolls,Continental,3.1,200,HSR,Continental,Budget,Average
THARAVADU MALABAR BIRYANI,"Biryani, Kerala, South Indian, North Indian, Beverages, Desserts",3.4,230,HSR,Biryani,Mid-Range,Average
Junior Kuppanna,"Chettinad, South Indian",3.9,450,HSR,Chettinad,Premium,Good
Snack House,Street Food,3.9,300,HSR,Street Food,Mid-Range,Good
Nadan Pothichoru,"South Indian, Kerala, Biryani",3.8,200,HSR,South Indian,Budget,Good
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.9,250,HSR,Biryani,Mid-Range,Good
Burger Bros,"American, Juices, Beverages, Continental, Snacks, Bakery",3.9,100,HSR,American,Budget,Good
Sulemani Chichas,"Hyderabadi, Mughlai, Biryani, Desserts",3.9,300,HSR,Hyderabadi,Mid-Range,Good
The Biryani Zone - By Kouzina,Biryani,3.7,150,HSR,Biryani,Budget,Good
Cake Factory,"Bakery, Desserts",3.8,350,HSR,Bakery,Mid-Range,Good
Fish & Fries,"Seafood, Bengali, Thalis, Biryani, Continental, Indian, Fast Food, Steakhouse",3.8,300,HSR,Seafood,Mid-Range,Good
Fat2Fit Healthy Food,"Beverages, Juices, Salads, Italian",3.5,200,HSR,Beverages,Budget,Average
Firangi Bake,"Italian, Mexican, Pastas, Ice Cream",3.8,400,HSR,Italian,Mid-Range,Good
Grow Fit,"Healthy Food, Keto, Indian, Biryani, Thai",3.9,350,HSR,Healthy Food,Mid-Range,Good
Hebe's,"Continental, Snacks, Pizzas, Salads",3.9,400,HSR,Continental,Mid-Range,Good
Onesta,"Italian, Desserts, Pizzas, American, Snacks",3.9,200,HSR,Italian,Budget,Good
Bengali BigFish,"Bengali, Chinese, North Indian",3.8,300,HSR,Bengali,Mid-Range,Good
Gourmet Kitchen,Indian,3.9,300,HSR,Indian,Mid-Range,Good
Arya's Kitchens ,"Maharashtrian, North Indian, Chinese",3.7,300,HSR,Maharashtrian,Mid-Range,Good
Hotel Manu,"South Indian, Kerala, Chinese, North Indian",3.6,350,HSR,South Indian,Mid-Range,Good
Saucy Wok,"Chinese, Pan-Asian, Combo, Asian, Grill, Oriental, Healthy Food, Beverages",3.8,400,HSR,Chinese,Mid-Range,Good
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.8,200,HSR,Bakery,Budget,Good
Gowdru jonne biriyani,"South Indian, Indian",3.5,200,HSR,South Indian,Budget,Average
SALT N PEPPER,Beverages,3.3,200,HSR,Beverages,Budget,Average
FLORIDA BURGERS,"American, Juices, Beverages, Continental, Bakery, Snacks",3.4,100,HSR,American,Budget,Average
Easy Bites by Hotel Empire,"Snacks, Fast Food, Beverages",3.6,200,HSR,Snacks,Budget,Good
Punjabi Unplugged,"North Indian, Chinese, Indian, Mughlai, Biryani",3.9,300,HSR,North Indian,Mid-Range,Good
Sardarji Londonwaley,"North Indian, Chinese, Indian, Mughlai, Biryani",3.9,300,HSR,North Indian,Mid-Range,Good
Donne Biryani Palace,"Biryani, Kebabs, South Indian",3.3,200,HSR,Biryani,Budget,Average
The Red Box,Chinese,3.8,400,HSR,Chinese,Mid-Range,Good
Biryani Khazana,Biryani,3.7,400,HSR,Biryani,Mid-Range,Good
Stoned Monkey,"Ice Cream, Beverages, Juices, Desserts",3.9,250,HSR,Ice Cream,Mid-Range,Good
The Dessert Zone,"Bakery, Desserts, Ice Cream, Beverages",3.7,200,HSR,Bakery,Budget,Good
Grubbery,"Continental, American, Pan-Asian, Desserts, Beverages",3.6,199,HSR,Continental,Budget,Good
Kutty Shaap HSR,"Kerala, Seafood, Biryani",3.5,250,HSR,Kerala,Mid-Range,Average
Amirunisa Ambur Hot Dum Biriyani,"Indian, Biryani",3.9,250,HSR,Indian,Mid-Range,Good
Shree Khana Khazana,"Indian, Rajasthani, North Indian, Punjabi, Beverages, Jain, Thalis",3.9,350,HSR,Indian,Mid-Range,Good
